"","DOP","Chemical","Dosage","Group_ID","Endpoint","value","date"
"3056","19","Loperamide","1","1_T002604_7","ISI_mean",54.94,2024223
"3057","21","Loperamide","1","1_T002604_7","ISI_mean",90.58,2024223
"3058","23","Loperamide","1","1_T002604_7","ISI_mean",83.48,2024223
"3059","26","Loperamide","1","1_T002604_7","ISI_mean",50.76,2024223
"3060","28","Loperamide","1","1_T002604_7","ISI_mean",53.64,2024223
"3061","2","Loperamide","Control","1_T002604_8","ISI_mean",69.06,2024223
"3062","5","Loperamide","Control","1_T002604_8","ISI_mean",69.98,2024223
"3063","7","Loperamide","Control","1_T002604_8","ISI_mean",63.99,2024223
"3064","9","Loperamide","Control","1_T002604_8","ISI_mean",63.01,2024223
"3065","12","Loperamide","Control","1_T002604_8","ISI_mean",63.39,2024223
"3066","14","Loperamide","Control","1_T002604_8","ISI_mean",61.11,2024223
"3067","16","Loperamide","Control","1_T002604_8","ISI_mean",61.43,2024223
"3068","19","Loperamide","Control","1_T002604_8","ISI_mean",58.21,2024223
"3069","21","Loperamide","Control","1_T002604_8","ISI_mean",55.1,2024223
"3070","23","Loperamide","Control","1_T002604_8","ISI_mean",56.83,2024223
"3071","26","Loperamide","Control","1_T002604_8","ISI_mean",55.04,2024223
"3072","28","Loperamide","Control","1_T002604_8","ISI_mean",56.8,2024223
"3073","2","Loperamide","3","1_T002604_9","ISI_mean",59.45,2024223
"3074","5","Loperamide","3","1_T002604_9","ISI_mean",127.29,2024223
"3075","7","Loperamide","3","1_T002604_9","ISI_mean",84.68,2024223
"3076","9","Loperamide","3","1_T002604_9","ISI_mean",110.61,2024223
"3077","12","Loperamide","3","1_T002604_9","ISI_mean",101.2,2024223
"3078","14","Loperamide","3","1_T002604_9","ISI_mean",50.79,2024223
"3079","16","Loperamide","3","1_T002604_9","ISI_mean",60,2024223
"3080","19","Loperamide","3","1_T002604_9","ISI_mean",NA,2024223
"3081","21","Loperamide","3","1_T002604_9","ISI_mean",NA,2024223
"3082","23","Loperamide","3","1_T002604_9","ISI_mean",NA,2024223
"3083","26","Loperamide","3","1_T002604_9","ISI_mean",NA,2024223
"3084","28","Loperamide","3","1_T002604_9","ISI_mean",70.99,2024223
"3085","2","Dieldrin","1","1_T002604_13","ISI_mean",67.23,2024223
"3086","5","Dieldrin","1","1_T002604_13","ISI_mean",65.08,2024223
"3087","7","Dieldrin","1","1_T002604_13","ISI_mean",68.48,2024223
"3088","9","Dieldrin","1","1_T002604_13","ISI_mean",62.83,2024223
"3089","12","Dieldrin","1","1_T002604_13","ISI_mean",56.48,2024223
"3090","14","Dieldrin","1","1_T002604_13","ISI_mean",56.78,2024223
"3091","16","Dieldrin","1","1_T002604_13","ISI_mean",55.67,2024223
"3092","19","Dieldrin","1","1_T002604_13","ISI_mean",55.76,2024223
"3093","21","Dieldrin","1","1_T002604_13","ISI_mean",51.63,2024223
"3094","23","Dieldrin","1","1_T002604_13","ISI_mean",52.39,2024223
"3095","26","Dieldrin","1","1_T002604_13","ISI_mean",51.46,2024223
"3096","28","Dieldrin","1","1_T002604_13","ISI_mean",51.33,2024223
"3097","2","Dieldrin","Control","1_T002604_14","ISI_mean",84.74,2024223
"3098","5","Dieldrin","Control","1_T002604_14","ISI_mean",74.25,2024223
"3099","7","Dieldrin","Control","1_T002604_14","ISI_mean",72.73,2024223
"3100","9","Dieldrin","Control","1_T002604_14","ISI_mean",68.51,2024223
"3101","12","Dieldrin","Control","1_T002604_14","ISI_mean",63.78,2024223
"3102","14","Dieldrin","Control","1_T002604_14","ISI_mean",55.52,2024223
"3103","16","Dieldrin","Control","1_T002604_14","ISI_mean",56.89,2024223
"3104","19","Dieldrin","Control","1_T002604_14","ISI_mean",56.88,2024223
"3105","21","Dieldrin","Control","1_T002604_14","ISI_mean",52.5,2024223
"3106","23","Dieldrin","Control","1_T002604_14","ISI_mean",51.48,2024223
"3107","26","Dieldrin","Control","1_T002604_14","ISI_mean",51.12,2024223
"3108","28","Dieldrin","Control","1_T002604_14","ISI_mean",47.51,2024223
"3109","2","Dieldrin","3","1_T002604_15","ISI_mean",78.1,2024223
"3110","5","Dieldrin","3","1_T002604_15","ISI_mean",64.73,2024223
"3111","7","Dieldrin","3","1_T002604_15","ISI_mean",66.49,2024223
"3112","9","Dieldrin","3","1_T002604_15","ISI_mean",65.48,2024223
"3113","12","Dieldrin","3","1_T002604_15","ISI_mean",63.56,2024223
"3114","14","Dieldrin","3","1_T002604_15","ISI_mean",59.17,2024223
"3115","16","Dieldrin","3","1_T002604_15","ISI_mean",57.01,2024223
"3116","19","Dieldrin","3","1_T002604_15","ISI_mean",56.35,2024223
"3117","21","Dieldrin","3","1_T002604_15","ISI_mean",57.74,2024223
"3118","23","Dieldrin","3","1_T002604_15","ISI_mean",58.13,2024223
"3119","26","Dieldrin","3","1_T002604_15","ISI_mean",57.94,2024223
"3120","28","Dieldrin","3","1_T002604_15","ISI_mean",58.44,2024223
"3121","2","Dieldrin","10","1_T002604_16","ISI_mean",76.96,2024223
"3122","5","Dieldrin","10","1_T002604_16","ISI_mean",68.44,2024223
"3123","7","Dieldrin","10","1_T002604_16","ISI_mean",68.26,2024223
"3124","9","Dieldrin","10","1_T002604_16","ISI_mean",65.69,2024223
"3125","12","Dieldrin","10","1_T002604_16","ISI_mean",61.54,2024223
"3126","14","Dieldrin","10","1_T002604_16","ISI_mean",58.76,2024223
"3127","16","Dieldrin","10","1_T002604_16","ISI_mean",59.55,2024223
"3128","19","Dieldrin","10","1_T002604_16","ISI_mean",61.05,2024223
"3129","21","Dieldrin","10","1_T002604_16","ISI_mean",58.01,2024223
"3130","23","Dieldrin","10","1_T002604_16","ISI_mean",62.69,2024223
"3131","26","Dieldrin","10","1_T002604_16","ISI_mean",66.45,2024223
"3132","28","Dieldrin","10","1_T002604_16","ISI_mean",59.66,2024223
"3133","2","Dieldrin","30","1_T002604_17","ISI_mean",61.72,2024223
"3134","5","Dieldrin","30","1_T002604_17","ISI_mean",41.96,2024223
"3135","7","Dieldrin","30","1_T002604_17","ISI_mean",26.18,2024223
"3136","9","Dieldrin","30","1_T002604_17","ISI_mean",60.62,2024223
"3137","12","Dieldrin","30","1_T002604_17","ISI_mean",65.05,2024223
"3138","14","Dieldrin","30","1_T002604_17","ISI_mean",NA,2024223
"3139","16","Dieldrin","30","1_T002604_17","ISI_mean",NA,2024223
"3140","19","Dieldrin","30","1_T002604_17","ISI_mean",45.19,2024223
"3141","21","Dieldrin","30","1_T002604_17","ISI_mean",183.6,2024223
"3142","23","Dieldrin","30","1_T002604_17","ISI_mean",NA,2024223
"3143","26","Dieldrin","30","1_T002604_17","ISI_mean",28.79,2024223
"3144","28","Dieldrin","30","1_T002604_17","ISI_mean",92.02,2024223
"3145","2","Dieldrin","100","1_T002604_18","ISI_mean",68.22,2024223
"3146","5","Dieldrin","100","1_T002604_18","ISI_mean",85.35,2024223
"3147","7","Dieldrin","100","1_T002604_18","ISI_mean",89.09,2024223
"3148","9","Dieldrin","100","1_T002604_18","ISI_mean",82.16,2024223
"3149","12","Dieldrin","100","1_T002604_18","ISI_mean",88.55,2024223
"3150","14","Dieldrin","100","1_T002604_18","ISI_mean",92.03,2024223
"3151","16","Dieldrin","100","1_T002604_18","ISI_mean",94.17,2024223
"3152","19","Dieldrin","100","1_T002604_18","ISI_mean",92,2024223
"3153","21","Dieldrin","100","1_T002604_18","ISI_mean",89.53,2024223
"3154","23","Dieldrin","100","1_T002604_18","ISI_mean",95.33,2024223
"3155","26","Dieldrin","100","1_T002604_18","ISI_mean",97.03,2024223
"3156","28","Dieldrin","100","1_T002604_18","ISI_mean",105.1,2024223
"3157","2","Deltamethrin","1","1_T002604_19","ISI_mean",72.5,2024223
"3158","5","Deltamethrin","1","1_T002604_19","ISI_mean",106.68,2024223
"3159","7","Deltamethrin","1","1_T002604_19","ISI_mean",106.7,2024223
"3160","9","Deltamethrin","1","1_T002604_19","ISI_mean",108.13,2024223
"3161","12","Deltamethrin","1","1_T002604_19","ISI_mean",113.01,2024223
"3162","14","Deltamethrin","1","1_T002604_19","ISI_mean",110.3,2024223
"3163","16","Deltamethrin","1","1_T002604_19","ISI_mean",108.26,2024223
"3164","19","Deltamethrin","1","1_T002604_19","ISI_mean",105.47,2024223
"3165","21","Deltamethrin","1","1_T002604_19","ISI_mean",106.31,2024223
"3166","23","Deltamethrin","1","1_T002604_19","ISI_mean",107.45,2024223
"3167","26","Deltamethrin","1","1_T002604_19","ISI_mean",111.97,2024223
"3168","28","Deltamethrin","1","1_T002604_19","ISI_mean",54.24,2024223
"3169","2","Deltamethrin","Control","1_T002604_20","ISI_mean",70.06,2024223
"3170","5","Deltamethrin","Control","1_T002604_20","ISI_mean",67.98,2024223
"3171","7","Deltamethrin","Control","1_T002604_20","ISI_mean",63.57,2024223
"3172","9","Deltamethrin","Control","1_T002604_20","ISI_mean",65.51,2024223
"3173","12","Deltamethrin","Control","1_T002604_20","ISI_mean",61.87,2024223
"3174","14","Deltamethrin","Control","1_T002604_20","ISI_mean",57.56,2024223
"3175","16","Deltamethrin","Control","1_T002604_20","ISI_mean",56.09,2024223
"3176","19","Deltamethrin","Control","1_T002604_20","ISI_mean",55.64,2024223
"3177","21","Deltamethrin","Control","1_T002604_20","ISI_mean",55.68,2024223
"3178","23","Deltamethrin","Control","1_T002604_20","ISI_mean",54.46,2024223
"3179","26","Deltamethrin","Control","1_T002604_20","ISI_mean",53.57,2024223
"3180","28","Deltamethrin","Control","1_T002604_20","ISI_mean",55.54,2024223
"3181","2","Deltamethrin","3","1_T002604_21","ISI_mean",74.59,2024223
"3182","5","Deltamethrin","3","1_T002604_21","ISI_mean",121.9,2024223
"3183","7","Deltamethrin","3","1_T002604_21","ISI_mean",115.2,2024223
"3184","9","Deltamethrin","3","1_T002604_21","ISI_mean",116.55,2024223
"3185","12","Deltamethrin","3","1_T002604_21","ISI_mean",116.19,2024223
"3186","14","Deltamethrin","3","1_T002604_21","ISI_mean",114.57,2024223
"3187","16","Deltamethrin","3","1_T002604_21","ISI_mean",110.85,2024223
"3188","19","Deltamethrin","3","1_T002604_21","ISI_mean",111.49,2024223
"3189","21","Deltamethrin","3","1_T002604_21","ISI_mean",111.09,2024223
"3190","23","Deltamethrin","3","1_T002604_21","ISI_mean",110.6,2024223
"3191","26","Deltamethrin","3","1_T002604_21","ISI_mean",108.82,2024223
"3192","28","Deltamethrin","3","1_T002604_21","ISI_mean",52.99,2024223
"3193","2","Deltamethrin","10","1_T002604_22","ISI_mean",71.44,2024223
"3194","5","Deltamethrin","10","1_T002604_22","ISI_mean",107.3,2024223
"3195","7","Deltamethrin","10","1_T002604_22","ISI_mean",109.91,2024223
"3196","9","Deltamethrin","10","1_T002604_22","ISI_mean",94.46,2024223
"3197","12","Deltamethrin","10","1_T002604_22","ISI_mean",94.03,2024223
"3198","14","Deltamethrin","10","1_T002604_22","ISI_mean",96.54,2024223
"3199","16","Deltamethrin","10","1_T002604_22","ISI_mean",103.6,2024223
"3200","19","Deltamethrin","10","1_T002604_22","ISI_mean",102.05,2024223
"3201","21","Deltamethrin","10","1_T002604_22","ISI_mean",96.9,2024223
"3202","23","Deltamethrin","10","1_T002604_22","ISI_mean",93.49,2024223
"3203","26","Deltamethrin","10","1_T002604_22","ISI_mean",95.46,2024223
"3204","28","Deltamethrin","10","1_T002604_22","ISI_mean",118.12,2024223
"3205","2","Deltamethrin","30","1_T002604_23","ISI_mean",66.41,2024223
"3206","5","Deltamethrin","30","1_T002604_23","ISI_mean",103.59,2024223
"3207","7","Deltamethrin","30","1_T002604_23","ISI_mean",NA,2024223
"3208","9","Deltamethrin","30","1_T002604_23","ISI_mean",69.27,2024223
"3209","12","Deltamethrin","30","1_T002604_23","ISI_mean",76.88,2024223
"3210","14","Deltamethrin","30","1_T002604_23","ISI_mean",163.3,2024223
"3211","16","Deltamethrin","30","1_T002604_23","ISI_mean",122.67,2024223
"3212","19","Deltamethrin","30","1_T002604_23","ISI_mean",42.5,2024223
"3213","21","Deltamethrin","30","1_T002604_23","ISI_mean",NA,2024223
"3214","23","Deltamethrin","30","1_T002604_23","ISI_mean",NA,2024223
"3215","26","Deltamethrin","30","1_T002604_23","ISI_mean",NA,2024223
"3216","28","Deltamethrin","30","1_T002604_23","ISI_mean",72.64,2024223
"3217","2","Deltamethrin","100","1_T002604_24","ISI_mean",75.78,2024223
"3218","5","Deltamethrin","100","1_T002604_24","ISI_mean",98.28,2024223
"3219","7","Deltamethrin","100","1_T002604_24","ISI_mean",106.78,2024223
"3220","9","Deltamethrin","100","1_T002604_24","ISI_mean",109.27,2024223
"3221","12","Deltamethrin","100","1_T002604_24","ISI_mean",96.54,2024223
"3222","14","Deltamethrin","100","1_T002604_24","ISI_mean",83.18,2024223
"3223","16","Deltamethrin","100","1_T002604_24","ISI_mean",96.44,2024223
"3224","19","Deltamethrin","100","1_T002604_24","ISI_mean",103.42,2024223
"3225","21","Deltamethrin","100","1_T002604_24","ISI_mean",101.83,2024223
"3226","23","Deltamethrin","100","1_T002604_24","ISI_mean",118.71,2024223
"3227","26","Deltamethrin","100","1_T002604_24","ISI_mean",107.48,2024223
"3228","28","Deltamethrin","100","1_T002604_24","ISI_mean",82.87,2024223
"3229","2","Dieldrin","1","1_T002516_1","ISI_mean",81.43,2024224
"3230","5","Dieldrin","1","1_T002516_1","ISI_mean",79,2024224
"3231","7","Dieldrin","1","1_T002516_1","ISI_mean",69.3,2024224
"3232","9","Dieldrin","1","1_T002516_1","ISI_mean",64.42,2024224
"3233","12","Dieldrin","1","1_T002516_1","ISI_mean",62.06,2024224
"3234","14","Dieldrin","1","1_T002516_1","ISI_mean",61.55,2024224
"3235","16","Dieldrin","1","1_T002516_1","ISI_mean",59.66,2024224
"3236","19","Dieldrin","1","1_T002516_1","ISI_mean",60.05,2024224
"3237","21","Dieldrin","1","1_T002516_1","ISI_mean",58.78,2024224
"3238","23","Dieldrin","1","1_T002516_1","ISI_mean",60.28,2024224
"3239","26","Dieldrin","1","1_T002516_1","ISI_mean",57.67,2024224
"3240","28","Dieldrin","1","1_T002516_1","ISI_mean",53.31,2024224
"3241","2","Dieldrin","Control","1_T002516_2","ISI_mean",75.87,2024224
"3242","5","Dieldrin","Control","1_T002516_2","ISI_mean",66.8,2024224
"3243","7","Dieldrin","Control","1_T002516_2","ISI_mean",69.04,2024224
"3244","9","Dieldrin","Control","1_T002516_2","ISI_mean",64.79,2024224
"3245","12","Dieldrin","Control","1_T002516_2","ISI_mean",59.07,2024224
"3246","14","Dieldrin","Control","1_T002516_2","ISI_mean",56.63,2024224
"3247","16","Dieldrin","Control","1_T002516_2","ISI_mean",55.79,2024224
"3248","19","Dieldrin","Control","1_T002516_2","ISI_mean",54.93,2024224
"3249","21","Dieldrin","Control","1_T002516_2","ISI_mean",49.85,2024224
"3250","23","Dieldrin","Control","1_T002516_2","ISI_mean",49.89,2024224
"3251","26","Dieldrin","Control","1_T002516_2","ISI_mean",45.61,2024224
"3252","28","Dieldrin","Control","1_T002516_2","ISI_mean",44.34,2024224
"3253","2","Dieldrin","3","1_T002516_3","ISI_mean",65.88,2024224
"3254","5","Dieldrin","3","1_T002516_3","ISI_mean",61.76,2024224
"3255","7","Dieldrin","3","1_T002516_3","ISI_mean",63.43,2024224
"3256","9","Dieldrin","3","1_T002516_3","ISI_mean",66.76,2024224
"3257","12","Dieldrin","3","1_T002516_3","ISI_mean",62.14,2024224
"3258","14","Dieldrin","3","1_T002516_3","ISI_mean",61.2,2024224
"3259","16","Dieldrin","3","1_T002516_3","ISI_mean",57.96,2024224
"3260","19","Dieldrin","3","1_T002516_3","ISI_mean",54.34,2024224
"3261","21","Dieldrin","3","1_T002516_3","ISI_mean",54.75,2024224
"3262","23","Dieldrin","3","1_T002516_3","ISI_mean",52.09,2024224
"3263","26","Dieldrin","3","1_T002516_3","ISI_mean",54.05,2024224
"3264","28","Dieldrin","3","1_T002516_3","ISI_mean",51.91,2024224
"3265","2","Dieldrin","10","1_T002516_4","ISI_mean",74.12,2024224
"3266","5","Dieldrin","10","1_T002516_4","ISI_mean",59.36,2024224
"3267","7","Dieldrin","10","1_T002516_4","ISI_mean",68.39,2024224
"3268","9","Dieldrin","10","1_T002516_4","ISI_mean",60.3,2024224
"3269","12","Dieldrin","10","1_T002516_4","ISI_mean",60.94,2024224
"3270","14","Dieldrin","10","1_T002516_4","ISI_mean",58.74,2024224
"3271","16","Dieldrin","10","1_T002516_4","ISI_mean",57.23,2024224
"3272","19","Dieldrin","10","1_T002516_4","ISI_mean",59.02,2024224
"3273","21","Dieldrin","10","1_T002516_4","ISI_mean",59.27,2024224
"3274","23","Dieldrin","10","1_T002516_4","ISI_mean",63.45,2024224
"3275","26","Dieldrin","10","1_T002516_4","ISI_mean",60.04,2024224
"3276","28","Dieldrin","10","1_T002516_4","ISI_mean",53.4,2024224
"3277","2","Dieldrin","30","1_T002516_5","ISI_mean",65.68,2024224
"3278","5","Dieldrin","30","1_T002516_5","ISI_mean",56.14,2024224
"3279","7","Dieldrin","30","1_T002516_5","ISI_mean",51.48,2024224
"3280","9","Dieldrin","30","1_T002516_5","ISI_mean",49.41,2024224
"3281","12","Dieldrin","30","1_T002516_5","ISI_mean",61.07,2024224
"3282","14","Dieldrin","30","1_T002516_5","ISI_mean",112.6,2024224
"3283","16","Dieldrin","30","1_T002516_5","ISI_mean",NA,2024224
"3284","19","Dieldrin","30","1_T002516_5","ISI_mean",NA,2024224
"3285","21","Dieldrin","30","1_T002516_5","ISI_mean",NA,2024224
"3286","23","Dieldrin","30","1_T002516_5","ISI_mean",NA,2024224
"3287","26","Dieldrin","30","1_T002516_5","ISI_mean",31.83,2024224
"3288","28","Dieldrin","30","1_T002516_5","ISI_mean",NA,2024224
"3289","2","Dieldrin","100","1_T002516_6","ISI_mean",67.99,2024224
"3290","5","Dieldrin","100","1_T002516_6","ISI_mean",NA,2024224
"3291","7","Dieldrin","100","1_T002516_6","ISI_mean",NA,2024224
"3292","9","Dieldrin","100","1_T002516_6","ISI_mean",NA,2024224
"3293","12","Dieldrin","100","1_T002516_6","ISI_mean",NA,2024224
"3294","14","Dieldrin","100","1_T002516_6","ISI_mean",NA,2024224
"3295","16","Dieldrin","100","1_T002516_6","ISI_mean",NA,2024224
"3296","19","Dieldrin","100","1_T002516_6","ISI_mean",NA,2024224
"3297","21","Dieldrin","100","1_T002516_6","ISI_mean",NA,2024224
"3298","23","Dieldrin","100","1_T002516_6","ISI_mean",NA,2024224
"3299","26","Dieldrin","100","1_T002516_6","ISI_mean",NA,2024224
"3300","28","Dieldrin","100","1_T002516_6","ISI_mean",NA,2024224
"3301","2","Deltamethrin","1","1_T002516_7","ISI_mean",71.1,2024224
"3302","5","Deltamethrin","1","1_T002516_7","ISI_mean",108.02,2024224
"3303","7","Deltamethrin","1","1_T002516_7","ISI_mean",105.61,2024224
"3304","9","Deltamethrin","1","1_T002516_7","ISI_mean",107.71,2024224
"3305","12","Deltamethrin","1","1_T002516_7","ISI_mean",110.26,2024224
"3306","14","Deltamethrin","1","1_T002516_7","ISI_mean",109.76,2024224
"3307","16","Deltamethrin","1","1_T002516_7","ISI_mean",109.18,2024224
"3308","19","Deltamethrin","1","1_T002516_7","ISI_mean",104.42,2024224
"3309","21","Deltamethrin","1","1_T002516_7","ISI_mean",108.02,2024224
"3310","23","Deltamethrin","1","1_T002516_7","ISI_mean",112.59,2024224
"3311","26","Deltamethrin","1","1_T002516_7","ISI_mean",112.79,2024224
"3312","28","Deltamethrin","1","1_T002516_7","ISI_mean",50.72,2024224
"3313","2","Deltamethrin","Control","1_T002516_8","ISI_mean",79.28,2024224
"3314","5","Deltamethrin","Control","1_T002516_8","ISI_mean",60.99,2024224
"3315","7","Deltamethrin","Control","1_T002516_8","ISI_mean",56.38,2024224
"3316","9","Deltamethrin","Control","1_T002516_8","ISI_mean",55.48,2024224
"3317","12","Deltamethrin","Control","1_T002516_8","ISI_mean",55,2024224
"3318","14","Deltamethrin","Control","1_T002516_8","ISI_mean",54.75,2024224
"3319","16","Deltamethrin","Control","1_T002516_8","ISI_mean",53.22,2024224
"3320","19","Deltamethrin","Control","1_T002516_8","ISI_mean",54.17,2024224
"3321","21","Deltamethrin","Control","1_T002516_8","ISI_mean",51.94,2024224
"3322","23","Deltamethrin","Control","1_T002516_8","ISI_mean",55.88,2024224
"3323","26","Deltamethrin","Control","1_T002516_8","ISI_mean",53.82,2024224
"3324","28","Deltamethrin","Control","1_T002516_8","ISI_mean",56.1,2024224
"3325","2","Deltamethrin","3","1_T002516_9","ISI_mean",73.73,2024224
"3326","5","Deltamethrin","3","1_T002516_9","ISI_mean",131.16,2024224
"3327","7","Deltamethrin","3","1_T002516_9","ISI_mean",129.7,2024224
"3328","9","Deltamethrin","3","1_T002516_9","ISI_mean",123.01,2024224
"3329","12","Deltamethrin","3","1_T002516_9","ISI_mean",122.27,2024224
"3330","14","Deltamethrin","3","1_T002516_9","ISI_mean",119.28,2024224
"3331","16","Deltamethrin","3","1_T002516_9","ISI_mean",119.05,2024224
"3332","19","Deltamethrin","3","1_T002516_9","ISI_mean",101.99,2024224
"3333","21","Deltamethrin","3","1_T002516_9","ISI_mean",116.54,2024224
"3334","23","Deltamethrin","3","1_T002516_9","ISI_mean",115.78,2024224
"3335","26","Deltamethrin","3","1_T002516_9","ISI_mean",113.91,2024224
"3336","28","Deltamethrin","3","1_T002516_9","ISI_mean",46.88,2024224
"3337","2","Deltamethrin","10","1_T002516_10","ISI_mean",70.43,2024224
"3338","5","Deltamethrin","10","1_T002516_10","ISI_mean",89.35,2024224
"3339","7","Deltamethrin","10","1_T002516_10","ISI_mean",95.82,2024224
"3340","9","Deltamethrin","10","1_T002516_10","ISI_mean",96.54,2024224
"3341","12","Deltamethrin","10","1_T002516_10","ISI_mean",103.96,2024224
"3342","14","Deltamethrin","10","1_T002516_10","ISI_mean",106.02,2024224
"3343","16","Deltamethrin","10","1_T002516_10","ISI_mean",97.89,2024224
"3344","19","Deltamethrin","10","1_T002516_10","ISI_mean",78.23,2024224
"3345","21","Deltamethrin","10","1_T002516_10","ISI_mean",93.75,2024224
"3346","23","Deltamethrin","10","1_T002516_10","ISI_mean",80.7,2024224
"3347","26","Deltamethrin","10","1_T002516_10","ISI_mean",53.65,2024224
"3348","28","Deltamethrin","10","1_T002516_10","ISI_mean",84.79,2024224
"3349","2","Deltamethrin","30","1_T002516_11","ISI_mean",77.97,2024224
"3350","5","Deltamethrin","30","1_T002516_11","ISI_mean",86.94,2024224
"3351","7","Deltamethrin","30","1_T002516_11","ISI_mean",91.48,2024224
"3352","9","Deltamethrin","30","1_T002516_11","ISI_mean",79.43,2024224
"3353","12","Deltamethrin","30","1_T002516_11","ISI_mean",80.35,2024224
"3354","14","Deltamethrin","30","1_T002516_11","ISI_mean",84.05,2024224
"3355","16","Deltamethrin","30","1_T002516_11","ISI_mean",86.63,2024224
"3356","19","Deltamethrin","30","1_T002516_11","ISI_mean",84.43,2024224
"3357","21","Deltamethrin","30","1_T002516_11","ISI_mean",67.51,2024224
"3358","23","Deltamethrin","30","1_T002516_11","ISI_mean",93.78,2024224
"3359","26","Deltamethrin","30","1_T002516_11","ISI_mean",82.45,2024224
"3360","28","Deltamethrin","30","1_T002516_11","ISI_mean",81.13,2024224
"3361","2","Deltamethrin","100","1_T002516_12","ISI_mean",73.98,2024224
"3362","5","Deltamethrin","100","1_T002516_12","ISI_mean",96.07,2024224
"3363","7","Deltamethrin","100","1_T002516_12","ISI_mean",112.66,2024224
"3364","9","Deltamethrin","100","1_T002516_12","ISI_mean",102.64,2024224
"3365","12","Deltamethrin","100","1_T002516_12","ISI_mean",110.55,2024224
"3366","14","Deltamethrin","100","1_T002516_12","ISI_mean",102.92,2024224
"3367","16","Deltamethrin","100","1_T002516_12","ISI_mean",107.38,2024224
"3368","19","Deltamethrin","100","1_T002516_12","ISI_mean",101.31,2024224
"3369","21","Deltamethrin","100","1_T002516_12","ISI_mean",58.95,2024224
"3370","23","Deltamethrin","100","1_T002516_12","ISI_mean",101.13,2024224
"3371","26","Deltamethrin","100","1_T002516_12","ISI_mean",91.7,2024224
"3372","28","Deltamethrin","100","1_T002516_12","ISI_mean",88.35,2024224
"3373","2","Glyphosate","0.3","1_T002516_13","ISI_mean",75.13,2024223
"3374","5","Glyphosate","0.3","1_T002516_13","ISI_mean",67.57,2024223
"3375","7","Glyphosate","0.3","1_T002516_13","ISI_mean",67.07,2024223
"3376","9","Glyphosate","0.3","1_T002516_13","ISI_mean",65.81,2024223
"3377","12","Glyphosate","0.3","1_T002516_13","ISI_mean",60.3,2024223
"3378","14","Glyphosate","0.3","1_T002516_13","ISI_mean",57.85,2024223
"3379","16","Glyphosate","0.3","1_T002516_13","ISI_mean",56.77,2024223
"3380","19","Glyphosate","0.3","1_T002516_13","ISI_mean",60.65,2024223
"3381","21","Glyphosate","0.3","1_T002516_13","ISI_mean",55.75,2024223
"3382","23","Glyphosate","0.3","1_T002516_13","ISI_mean",56.32,2024223
"3383","26","Glyphosate","0.3","1_T002516_13","ISI_mean",55.76,2024223
"3384","28","Glyphosate","0.3","1_T002516_13","ISI_mean",55.87,2024223
"3385","2","Glyphosate","Control","1_T002516_14","ISI_mean",75.06,2024224
"3386","5","Glyphosate","Control","1_T002516_14","ISI_mean",66.48,2024224
"3387","7","Glyphosate","Control","1_T002516_14","ISI_mean",58.08,2024224
"3388","9","Glyphosate","Control","1_T002516_14","ISI_mean",60.65,2024224
"3389","12","Glyphosate","Control","1_T002516_14","ISI_mean",56.95,2024224
"3390","14","Glyphosate","Control","1_T002516_14","ISI_mean",53.51,2024224
"3391","16","Glyphosate","Control","1_T002516_14","ISI_mean",52.44,2024224
"3392","19","Glyphosate","Control","1_T002516_14","ISI_mean",52.95,2024224
"3393","21","Glyphosate","Control","1_T002516_14","ISI_mean",47.71,2024224
"3394","23","Glyphosate","Control","1_T002516_14","ISI_mean",49.15,2024224
"3395","26","Glyphosate","Control","1_T002516_14","ISI_mean",51.38,2024224
"3396","28","Glyphosate","Control","1_T002516_14","ISI_mean",51.4,2024224
"3397","2","Glyphosate","1","1_T002516_15","ISI_mean",76.65,2024224
"3398","5","Glyphosate","1","1_T002516_15","ISI_mean",65.12,2024224
"3399","7","Glyphosate","1","1_T002516_15","ISI_mean",67.43,2024224
"3400","9","Glyphosate","1","1_T002516_15","ISI_mean",60.13,2024224
"3401","12","Glyphosate","1","1_T002516_15","ISI_mean",63.3,2024224
"3402","14","Glyphosate","1","1_T002516_15","ISI_mean",56.82,2024224
"3403","16","Glyphosate","1","1_T002516_15","ISI_mean",52.16,2024224
"3404","19","Glyphosate","1","1_T002516_15","ISI_mean",54.21,2024224
"3405","21","Glyphosate","1","1_T002516_15","ISI_mean",52.2,2024224
"3406","23","Glyphosate","1","1_T002516_15","ISI_mean",50.2,2024224
"3407","26","Glyphosate","1","1_T002516_15","ISI_mean",54.94,2024224
"3408","28","Glyphosate","1","1_T002516_15","ISI_mean",51.88,2024224
"3409","2","Glyphosate","3","1_T002516_16","ISI_mean",69.11,2024224
"3410","5","Glyphosate","3","1_T002516_16","ISI_mean",53.77,2024224
"3411","7","Glyphosate","3","1_T002516_16","ISI_mean",59.62,2024224
"3412","9","Glyphosate","3","1_T002516_16","ISI_mean",58.62,2024224
"3413","12","Glyphosate","3","1_T002516_16","ISI_mean",53.94,2024224
"3414","14","Glyphosate","3","1_T002516_16","ISI_mean",54.48,2024224
"3415","16","Glyphosate","3","1_T002516_16","ISI_mean",55.31,2024224
"3416","19","Glyphosate","3","1_T002516_16","ISI_mean",48.77,2024224
"3417","21","Glyphosate","3","1_T002516_16","ISI_mean",52.06,2024224
